condicao,lote,atendente,id,topico,tom,esperado,previsto,no_prompt,tempo_s
sem_rag@sinais,indep,llama3.2-3b,i43,periodontal_disease_mild,aflito,NAO_EMERGENCIA,EMERGENCIA,,1.17
sem_rag@sinais,indep,llama3.2-3b,i44,single_vomiting_or_mild_diarrhea,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,,0.80
sem_rag@sinais,indep,llama3.2-3b,i45,mild_conjunctivitis,aflito,NAO_EMERGENCIA,EMERGENCIA,,1.01
sem_rag@sinais,indep,llama3.2-3b,i46,tremors_without_seizure,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,,0.94
sem_rag@sinais,indep,llama3.2-3b,i47,osteoarthritis_stiffness,aflito,NAO_EMERGENCIA,EMERGENCIA,,1.14
sem_rag@sinais,indep,llama3.2-3b,i48,polyuria_polydipsia_investigate,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,,1.28
sem_rag@sinais,indep,llama3.2-3b,i49,flea_dermatitis_pruritus,aflito,NAO_EMERGENCIA,EMERGENCIA,,1.03
sem_rag@sinais,indep,llama3.2-3b,i50,mild_upper_respiratory_signs,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,,0.92
sem_rag@sinais,indep,llama3.2-3b,i51,mild_lameness,aflito,NAO_EMERGENCIA,EMERGENCIA,,0.99
sem_rag@sinais,indep,llama3.2-3b,i52,exertional_panting_mild,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,,0.79
sem_rag@sinais,indep,llama3.2-3b,i53,slow_growing_lump,aflito,NAO_EMERGENCIA,EMERGENCIA,,0.85
sem_rag@sinais,indep,llama3.2-3b,i54,ticks_found_no_signs,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,,1.13
sem_rag@sinais,indep,llama3.2-3b,i55,normal_whelping,aflito,NAO_EMERGENCIA,EMERGENCIA,,1.12
sem_rag@sinais,indep,llama3.2-3b,i56,inappropriate_urination_or_cystitis,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,,0.86
sem_rag@sinais,indep,llama3.2-3b,i57,minor_wound,aflito,NAO_EMERGENCIA,EMERGENCIA,,0.96
sem_rag@sinais,indep,llama3.2-3b,i58,dietary_indiscretion_mild,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,,0.81
sem_rag@sinais,indep,llama3.2-3b,i59,normal_estrus,aflito,NAO_EMERGENCIA,EMERGENCIA,,1.03
sem_rag@sinais,indep,llama3.2-3b,i60,kennel_cough_mild,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,,0.95
sem_rag@sinais,indep,llama3.2-3b,i61,insect_sting_local_reaction,aflito,NAO_EMERGENCIA,EMERGENCIA,,1.03
sem_rag@sinais,indep,qwen3-8b,i01,toad_bufotoxin_poisoning,calmo,EMERGENCIA,NAO_EMERGENCIA,,2.80
sem_rag@sinais,indep,qwen3-8b,i02,pyometra,aflito,EMERGENCIA,EMERGENCIA,,2.24
sem_rag@sinais,indep,qwen3-8b,i03,ocular_emergency,calmo,EMERGENCIA,EMERGENCIA,,2.29
sem_rag@sinais,indep,qwen3-8b,i04,grape_xylitol_toxicosis,neutro,EMERGENCIA,EMERGENCIA,,2.05
sem_rag@sinais,indep,qwen3-8b,i05,leptospirosis_acute,calmo,EMERGENCIA,NAO_EMERGENCIA,,2.38
sem_rag@sinais,indep,qwen3-8b,i06,dystocia,aflito,EMERGENCIA,EMERGENCIA,,2.22
sem_rag@sinais,indep,qwen3-8b,i07,vestibular_syndrome_otitis_interna,calmo,EMERGENCIA,NAO_EMERGENCIA,,2.35
sem_rag@sinais,indep,qwen3-8b,i08,burns_and_electrical_injury,neutro,EMERGENCIA,EMERGENCIA,,2.37
sem_rag@sinais,indep,qwen3-8b,i09,trauma_and_bleeding,calmo,EMERGENCIA,EMERGENCIA,,2.14
sem_rag@sinais,indep,qwen3-8b,i10,collapse_and_pale_gums,aflito,EMERGENCIA,EMERGENCIA,,2.26
sem_rag@sinais,indep,qwen3-8b,i11,human_medication_poisoning,calmo,EMERGENCIA,EMERGENCIA,,2.20
sem_rag@sinais,indep,qwen3-8b,i12,airway_foreign_body_choking,neutro,EMERGENCIA,EMERGENCIA,,2.30
sem_rag@sinais,indep,qwen3-8b,i13,anticoagulant_rodenticide_poisoning,calmo,EMERGENCIA,NAO_EMERGENCIA,,2.20
sem_rag@sinais,indep,qwen3-8b,i14,urethral_obstruction,aflito,EMERGENCIA,EMERGENCIA,,2.52
sem_rag@sinais,indep,qwen3-8b,i15,lily_toxicosis_cats,calmo,EMERGENCIA,EMERGENCIA,,2.11
sem_rag@sinais,indep,qwen3-8b,i16,respiratory_distress,neutro,EMERGENCIA,EMERGENCIA,,2.55
sem_rag@sinais,indep,qwen3-8b,i17,diabetic_ketoacidosis,calmo,EMERGENCIA,NAO_EMERGENCIA,,2.34
sem_rag@sinais,indep,qwen3-8b,i18,permethrin_toxicosis_cats,aflito,EMERGENCIA,EMERGENCIA,,2.45
sem_rag@sinais,indep,qwen3-8b,i19,vomiting_and_diarrhea,calmo,EMERGENCIA,EMERGENCIA,,2.14
sem_rag@sinais,indep,qwen3-8b,i20,gastric_dilatation_volvulus,neutro,EMERGENCIA,EMERGENCIA,,2.66
sem_rag@sinais,indep,qwen3-8b,i21,allium_toxicosis,calmo,EMERGENCIA,NAO_EMERGENCIA,,2.24
sem_rag@sinais,indep,qwen3-8b,i22,canine_heatstroke,aflito,EMERGENCIA,EMERGENCIA,,2.32
sem_rag@sinais,indep,qwen3-8b,i23,tick_borne_disease_anemia,calmo,EMERGENCIA,EMERGENCIA,,2.36
sem_rag@sinais,indep,qwen3-8b,i24,hypoglycemia_toy_puppy,neutro,EMERGENCIA,EMERGENCIA,,2.16
sem_rag@sinais,indep,qwen3-8b,i25,carbamate_organophosphate_poisoning,calmo,EMERGENCIA,EMERGENCIA,,2.26
sem_rag@sinais,indep,qwen3-8b,i26,acute_hindlimb_paralysis,aflito,EMERGENCIA,EMERGENCIA,,2.55
sem_rag@sinais,indep,qwen3-8b,i27,high_rise_syndrome_cats,calmo,EMERGENCIA,EMERGENCIA,,2.34
sem_rag@sinais,indep,qwen3-8b,i28,feline_aortic_thromboembolism,neutro,EMERGENCIA,EMERGENCIA,,2.47
sem_rag@sinais,indep,qwen3-8b,i29,anaphylaxis_facial_swelling,calmo,EMERGENCIA,EMERGENCIA,,2.42
sem_rag@sinais,indep,qwen3-8b,i30,gastrointestinal_foreign_body,aflito,EMERGENCIA,EMERGENCIA,,2.44
sem_rag@sinais,indep,qwen3-8b,i31,distemper_neurological,calmo,EMERGENCIA,NAO_EMERGENCIA,,1.97
sem_rag@sinais,indep,qwen3-8b,i32,snake_and_scorpion_envenomation,neutro,EMERGENCIA,EMERGENCIA,,2.29
sem_rag@sinais,indep,qwen3-8b,i33,parvovirus_panleukopenia,calmo,EMERGENCIA,NAO_EMERGENCIA,,2.38
sem_rag@sinais,indep,qwen3-8b,i34,congestive_heart_failure,aflito,EMERGENCIA,EMERGENCIA,,2.24
sem_rag@sinais,indep,qwen3-8b,i35,seizures,calmo,EMERGENCIA,EMERGENCIA,,1.99
sem_rag@sinais,indep,qwen3-8b,i36,fading_neonate,neutro,EMERGENCIA,EMERGENCIA,,2.53
sem_rag@sinais,indep,qwen3-8b,i37,eclampsia,calmo,EMERGENCIA,NAO_EMERGENCIA,,1.97
sem_rag@sinais,indep,qwen3-8b,i38,chocolate_toxicosis,aflito,EMERGENCIA,EMERGENCIA,,2.30
sem_rag@sinais,indep,qwen3-8b,i39,cat_bite_abscess,aflito,NAO_EMERGENCIA,NAO_EMERGENCIA,,2.00
sem_rag@sinais,indep,qwen3-8b,i40,rabies_exposure_wild_animal_bite,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,,2.17
sem_rag@sinais,indep,qwen3-8b,i41,otitis_externa_mild,aflito,NAO_EMERGENCIA,NAO_EMERGENCIA,,2.23
sem_rag@sinais,indep,qwen3-8b,i42,reduced_appetite_no_other_signs,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,,2.10
sem_rag@sinais,indep,qwen3-8b,i43,periodontal_disease_mild,aflito,NAO_EMERGENCIA,NAO_EMERGENCIA,,2.44
sem_rag@sinais,indep,qwen3-8b,i44,single_vomiting_or_mild_diarrhea,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,,2.16
sem_rag@sinais,indep,qwen3-8b,i45,mild_conjunctivitis,aflito,NAO_EMERGENCIA,NAO_EMERGENCIA,,2.02
sem_rag@sinais,indep,qwen3-8b,i46,tremors_without_seizure,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,,2.01
sem_rag@sinais,indep,qwen3-8b,i47,osteoarthritis_stiffness,aflito,NAO_EMERGENCIA,EMERGENCIA,,2.21
sem_rag@sinais,indep,qwen3-8b,i48,polyuria_polydipsia_investigate,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,,2.46
sem_rag@sinais,indep,qwen3-8b,i49,flea_dermatitis_pruritus,aflito,NAO_EMERGENCIA,EMERGENCIA,,2.32
sem_rag@sinais,indep,qwen3-8b,i50,mild_upper_respiratory_signs,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,,1.90
sem_rag@sinais,indep,qwen3-8b,i51,mild_lameness,aflito,NAO_EMERGENCIA,NAO_EMERGENCIA,,2.02
sem_rag@sinais,indep,qwen3-8b,i52,exertional_panting_mild,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,,1.90
sem_rag@sinais,indep,qwen3-8b,i53,slow_growing_lump,aflito,NAO_EMERGENCIA,NAO_EMERGENCIA,,1.84
sem_rag@sinais,indep,qwen3-8b,i54,ticks_found_no_signs,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,,2.07
sem_rag@sinais,indep,qwen3-8b,i55,normal_whelping,aflito,NAO_EMERGENCIA,EMERGENCIA,,2.44
sem_rag@sinais,indep,qwen3-8b,i56,inappropriate_urination_or_cystitis,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,,1.72
sem_rag@sinais,indep,qwen3-8b,i57,minor_wound,aflito,NAO_EMERGENCIA,EMERGENCIA,,2.34
sem_rag@sinais,indep,qwen3-8b,i58,dietary_indiscretion_mild,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,,2.06
sem_rag@sinais,indep,qwen3-8b,i59,normal_estrus,aflito,NAO_EMERGENCIA,EMERGENCIA,,2.29
sem_rag@sinais,indep,qwen3-8b,i60,kennel_cough_mild,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,,2.11
sem_rag@sinais,indep,qwen3-8b,i61,insect_sting_local_reaction,aflito,NAO_EMERGENCIA,EMERGENCIA,,2.33
sem_rag@sinais,indep2,llama3.2-3b,j01,diabetic_ketoacidosis,calmo,EMERGENCIA,NAO_EMERGENCIA,,1.35
sem_rag@sinais,indep2,llama3.2-3b,j02,parvovirus_panleukopenia,aflito,EMERGENCIA,EMERGENCIA,,1.28
sem_rag@sinais,indep2,llama3.2-3b,j03,carbamate_organophosphate_poisoning,calmo,EMERGENCIA,NAO_EMERGENCIA,,1.00
sem_rag@sinais,indep2,llama3.2-3b,j04,human_medication_poisoning,neutro,EMERGENCIA,EMERGENCIA,,1.07
sem_rag@sinais,indep2,llama3.2-3b,j05,gastrointestinal_foreign_body,calmo,EMERGENCIA,NAO_EMERGENCIA,,1.11
sem_rag@sinais,indep2,llama3.2-3b,j06,allium_toxicosis,aflito,EMERGENCIA,EMERGENCIA,,1.19
sem_rag@sinais,indep2,llama3.2-3b,j07,snake_and_scorpion_envenomation,calmo,EMERGENCIA,NAO_EMERGENCIA,,1.19
sem_rag@sinais,indep2,llama3.2-3b,j08,ocular_emergency,neutro,EMERGENCIA,EMERGENCIA,,1.13
sem_rag@sinais,indep2,llama3.2-3b,j09,hypoglycemia_toy_puppy,calmo,EMERGENCIA,NAO_EMERGENCIA,,0.89
sem_rag@sinais,indep2,llama3.2-3b,j10,urethral_obstruction,aflito,EMERGENCIA,EMERGENCIA,,1.24
sem_rag@sinais,indep2,llama3.2-3b,j11,lily_toxicosis_cats,calmo,EMERGENCIA,NAO_EMERGENCIA,,1.10
sem_rag@sinais,indep2,llama3.2-3b,j12,leptospirosis_acute,neutro,EMERGENCIA,EMERGENCIA,,1.11
sem_rag@sinais,indep2,llama3.2-3b,j13,feline_aortic_thromboembolism,calmo,EMERGENCIA,NAO_EMERGENCIA,,1.15
sem_rag@sinais,indep2,llama3.2-3b,j14,trauma_and_bleeding,aflito,EMERGENCIA,EMERGENCIA,,1.12
sem_rag@sinais,indep2,llama3.2-3b,j15,burns_and_electrical_injury,calmo,EMERGENCIA,NAO_EMERGENCIA,,1.19
sem_rag@sinais,indep2,llama3.2-3b,j16,vomiting_and_diarrhea,neutro,EMERGENCIA,EMERGENCIA,,1.23
sem_rag@sinais,indep2,llama3.2-3b,j17,seizures,calmo,EMERGENCIA,NAO_EMERGENCIA,,0.76
sem_rag@sinais,indep2,llama3.2-3b,j18,distemper_neurological,aflito,EMERGENCIA,EMERGENCIA,,1.20
sem_rag@sinais,indep2,llama3.2-3b,j19,anaphylaxis_facial_swelling,calmo,EMERGENCIA,NAO_EMERGENCIA,,1.08
sem_rag@sinais,indep2,llama3.2-3b,j20,dystocia,neutro,EMERGENCIA,EMERGENCIA,,0.92
sem_rag@sinais,indep2,llama3.2-3b,j21,toad_bufotoxin_poisoning,calmo,EMERGENCIA,NAO_EMERGENCIA,,1.04
sem_rag@sinais,indep2,llama3.2-3b,j22,permethrin_toxicosis_cats,aflito,EMERGENCIA,EMERGENCIA,,1.09
sem_rag@sinais,indep2,llama3.2-3b,j23,eclampsia,calmo,EMERGENCIA,NAO_EMERGENCIA,,1.18
sem_rag@sinais,indep2,llama3.2-3b,j24,acute_hindlimb_paralysis,neutro,EMERGENCIA,EMERGENCIA,,1.06
sem_rag@sinais,indep2,llama3.2-3b,j25,tick_borne_disease_anemia,calmo,EMERGENCIA,NAO_EMERGENCIA,,1.27
sem_rag@sinais,indep2,llama3.2-3b,j26,fading_neonate,aflito,EMERGENCIA,EMERGENCIA,,1.29
sem_rag@sinais,indep2,llama3.2-3b,j27,chocolate_toxicosis,calmo,EMERGENCIA,NAO_EMERGENCIA,,1.11
sem_rag@sinais,indep2,llama3.2-3b,j28,grape_xylitol_toxicosis,neutro,EMERGENCIA,EMERGENCIA,,1.18
sem_rag@sinais,indep2,llama3.2-3b,j29,collapse_and_pale_gums,calmo,EMERGENCIA,NAO_EMERGENCIA,,0.90
sem_rag@sinais,indep2,llama3.2-3b,j30,respiratory_distress,aflito,EMERGENCIA,EMERGENCIA,,1.19
sem_rag@sinais,indep2,llama3.2-3b,j31,anticoagulant_rodenticide_poisoning,calmo,EMERGENCIA,NAO_EMERGENCIA,,1.14
sem_rag@sinais,indep2,llama3.2-3b,j32,vestibular_syndrome_otitis_interna,neutro,EMERGENCIA,EMERGENCIA,,1.17
sem_rag@sinais,indep2,llama3.2-3b,j33,pyometra,calmo,EMERGENCIA,NAO_EMERGENCIA,,0.89
sem_rag@sinais,indep2,llama3.2-3b,j34,congestive_heart_failure,aflito,EMERGENCIA,EMERGENCIA,,1.18
sem_rag@sinais,indep2,llama3.2-3b,j35,canine_heatstroke,calmo,EMERGENCIA,NAO_EMERGENCIA,,0.92
sem_rag@sinais,indep2,llama3.2-3b,j36,high_rise_syndrome_cats,neutro,EMERGENCIA,EMERGENCIA,,1.27
sem_rag@sinais,indep2,llama3.2-3b,j37,gastric_dilatation_volvulus,calmo,EMERGENCIA,NAO_EMERGENCIA,,1.23
sem_rag@sinais,indep2,llama3.2-3b,j38,airway_foreign_body_choking,aflito,EMERGENCIA,EMERGENCIA,,1.06
sem_rag@sinais,indep2,llama3.2-3b,j39,dietary_indiscretion_mild,aflito,NAO_EMERGENCIA,EMERGENCIA,,1.23
sem_rag@sinais,indep2,llama3.2-3b,j40,normal_whelping,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,,1.00
sem_rag@sinais,indep2,llama3.2-3b,j41,tremors_without_seizure,aflito,NAO_EMERGENCIA,EMERGENCIA,,1.19
sem_rag@sinais,indep2,llama3.2-3b,j42,single_vomiting_or_mild_diarrhea,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,,1.10
sem_rag@sinais,indep2,llama3.2-3b,j43,minor_wound,aflito,NAO_EMERGENCIA,NAO_EMERGENCIA,,1.01
sem_rag@sinais,indep2,llama3.2-3b,j44,periodontal_disease_mild,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,,0.97
sem_rag@sinais,indep2,llama3.2-3b,j45,reduced_appetite_no_other_signs,aflito,NAO_EMERGENCIA,NAO_EMERGENCIA,,1.07
sem_rag@sinais,indep2,llama3.2-3b,j46,flea_dermatitis_pruritus,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,,1.26
sem_rag@sinais,indep2,llama3.2-3b,j47,insect_sting_local_reaction,aflito,NAO_EMERGENCIA,EMERGENCIA,,1.00
sem_rag@sinais,indep2,llama3.2-3b,j48,normal_estrus,neutro,NAO_EMERGENCIA,EMERGENCIA,,1.11
sem_rag@sinais,indep2,llama3.2-3b,j49,cat_bite_abscess,aflito,NAO_EMERGENCIA,EMERGENCIA,,1.01
sem_rag@sinais,indep2,llama3.2-3b,j50,polyuria_polydipsia_investigate,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,,1.23
sem_rag@sinais,indep2,llama3.2-3b,j51,rabies_exposure_wild_animal_bite,aflito,NAO_EMERGENCIA,EMERGENCIA,,1.27
sem_rag@sinais,indep2,llama3.2-3b,j52,otitis_externa_mild,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,,1.00
sem_rag@sinais,indep2,llama3.2-3b,j53,osteoarthritis_stiffness,aflito,NAO_EMERGENCIA,EMERGENCIA,,1.06
sem_rag@sinais,indep2,llama3.2-3b,j54,slow_growing_lump,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,,1.18
sem_rag@sinais,indep2,llama3.2-3b,j55,inappropriate_urination_or_cystitis,aflito,NAO_EMERGENCIA,EMERGENCIA,,0.93
sem_rag@sinais,indep2,llama3.2-3b,j56,exertional_panting_mild,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,,0.91
sem_rag@sinais,indep2,llama3.2-3b,j57,mild_lameness,aflito,NAO_EMERGENCIA,EMERGENCIA,,1.11
sem_rag@sinais,indep2,llama3.2-3b,j58,kennel_cough_mild,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,,0.78
sem_rag@sinais,indep2,llama3.2-3b,j59,mild_conjunctivitis,aflito,NAO_EMERGENCIA,EMERGENCIA,,1.06
sem_rag@sinais,indep2,llama3.2-3b,j60,ticks_found_no_signs,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,,1.18
sem_rag@sinais,indep2,llama3.2-3b,j61,mild_upper_respiratory_signs,aflito,NAO_EMERGENCIA,EMERGENCIA,,1.03
sem_rag@sinais,indep2,qwen3-8b,j01,diabetic_ketoacidosis,calmo,EMERGENCIA,EMERGENCIA,,2.65
sem_rag@sinais,indep2,qwen3-8b,j02,parvovirus_panleukopenia,aflito,EMERGENCIA,EMERGENCIA,,2.45
sem_rag@sinais,indep2,qwen3-8b,j03,carbamate_organophosphate_poisoning,calmo,EMERGENCIA,NAO_EMERGENCIA,,1.80
sem_rag@sinais,indep2,qwen3-8b,j04,human_medication_poisoning,neutro,EMERGENCIA,EMERGENCIA,,2.51
sem_rag@sinais,indep2,qwen3-8b,j05,gastrointestinal_foreign_body,calmo,EMERGENCIA,NAO_EMERGENCIA,,2.19
sem_rag@sinais,indep2,qwen3-8b,j06,allium_toxicosis,aflito,EMERGENCIA,EMERGENCIA,,2.37
sem_rag@sinais,indep2,qwen3-8b,j07,snake_and_scorpion_envenomation,calmo,EMERGENCIA,NAO_EMERGENCIA,,2.06
sem_rag@sinais,indep2,qwen3-8b,j08,ocular_emergency,neutro,EMERGENCIA,EMERGENCIA,,2.25
sem_rag@sinais,indep2,qwen3-8b,j09,hypoglycemia_toy_puppy,calmo,EMERGENCIA,NAO_EMERGENCIA,,1.93
sem_rag@sinais,indep2,qwen3-8b,j10,urethral_obstruction,aflito,EMERGENCIA,EMERGENCIA,,2.42
sem_rag@sinais,indep2,qwen3-8b,j11,lily_toxicosis_cats,calmo,EMERGENCIA,NAO_EMERGENCIA,,2.18
sem_rag@sinais,indep2,qwen3-8b,j12,leptospirosis_acute,neutro,EMERGENCIA,EMERGENCIA,,2.47
sem_rag@sinais,indep2,qwen3-8b,j13,feline_aortic_thromboembolism,calmo,EMERGENCIA,EMERGENCIA,,2.44
sem_rag@sinais,indep2,qwen3-8b,j14,trauma_and_bleeding,aflito,EMERGENCIA,EMERGENCIA,,2.25
sem_rag@sinais,indep2,qwen3-8b,j15,burns_and_electrical_injury,calmo,EMERGENCIA,NAO_EMERGENCIA,,2.37
sem_rag@sinais,indep2,qwen3-8b,j16,vomiting_and_diarrhea,neutro,EMERGENCIA,EMERGENCIA,,2.57
sem_rag@sinais,indep2,qwen3-8b,j17,seizures,calmo,EMERGENCIA,NAO_EMERGENCIA,,2.26
sem_rag@sinais,indep2,qwen3-8b,j18,distemper_neurological,aflito,EMERGENCIA,EMERGENCIA,,2.18
sem_rag@sinais,indep2,qwen3-8b,j19,anaphylaxis_facial_swelling,calmo,EMERGENCIA,EMERGENCIA,,2.56
sem_rag@sinais,indep2,qwen3-8b,j20,dystocia,neutro,EMERGENCIA,EMERGENCIA,,2.55
sem_rag@sinais,indep2,qwen3-8b,j21,toad_bufotoxin_poisoning,calmo,EMERGENCIA,NAO_EMERGENCIA,,2.53
sem_rag@sinais,indep2,qwen3-8b,j22,permethrin_toxicosis_cats,aflito,EMERGENCIA,EMERGENCIA,,2.16
sem_rag@sinais,indep2,qwen3-8b,j23,eclampsia,calmo,EMERGENCIA,NAO_EMERGENCIA,,2.32
sem_rag@sinais,indep2,qwen3-8b,j24,acute_hindlimb_paralysis,neutro,EMERGENCIA,EMERGENCIA,,2.67
sem_rag@sinais,indep2,qwen3-8b,j25,tick_borne_disease_anemia,calmo,EMERGENCIA,EMERGENCIA,,2.24
sem_rag@sinais,indep2,qwen3-8b,j26,fading_neonate,aflito,EMERGENCIA,EMERGENCIA,,2.40
sem_rag@sinais,indep2,qwen3-8b,j27,chocolate_toxicosis,calmo,EMERGENCIA,NAO_EMERGENCIA,,1.99
sem_rag@sinais,indep2,qwen3-8b,j28,grape_xylitol_toxicosis,neutro,EMERGENCIA,EMERGENCIA,,2.13
sem_rag@sinais,indep2,qwen3-8b,j29,collapse_and_pale_gums,calmo,EMERGENCIA,NAO_EMERGENCIA,,1.90
sem_rag@sinais,indep2,qwen3-8b,j30,respiratory_distress,aflito,EMERGENCIA,EMERGENCIA,,2.51
sem_rag@sinais,indep2,qwen3-8b,j31,anticoagulant_rodenticide_poisoning,calmo,EMERGENCIA,EMERGENCIA,,1.97
sem_rag@sinais,indep2,qwen3-8b,j32,vestibular_syndrome_otitis_interna,neutro,EMERGENCIA,EMERGENCIA,,2.43
sem_rag@sinais,indep2,qwen3-8b,j33,pyometra,calmo,EMERGENCIA,NAO_EMERGENCIA,,1.95
sem_rag@sinais,indep2,qwen3-8b,j34,congestive_heart_failure,aflito,EMERGENCIA,EMERGENCIA,,2.66
sem_rag@sinais,indep2,qwen3-8b,j35,canine_heatstroke,calmo,EMERGENCIA,NAO_EMERGENCIA,,1.80
sem_rag@sinais,indep2,qwen3-8b,j36,high_rise_syndrome_cats,neutro,EMERGENCIA,EMERGENCIA,,2.07
sem_rag@sinais,indep2,qwen3-8b,j37,gastric_dilatation_volvulus,calmo,EMERGENCIA,EMERGENCIA,,2.49
sem_rag@sinais,indep2,qwen3-8b,j38,airway_foreign_body_choking,aflito,EMERGENCIA,EMERGENCIA,,2.44
sem_rag@sinais,indep2,qwen3-8b,j39,dietary_indiscretion_mild,aflito,NAO_EMERGENCIA,EMERGENCIA,,2.13
sem_rag@sinais,indep2,qwen3-8b,j40,normal_whelping,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,,2.01
sem_rag@sinais,indep2,qwen3-8b,j41,tremors_without_seizure,aflito,NAO_EMERGENCIA,NAO_EMERGENCIA,,1.98
sem_rag@sinais,indep2,qwen3-8b,j42,single_vomiting_or_mild_diarrhea,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,,2.19
sem_rag@sinais,indep2,qwen3-8b,j43,minor_wound,aflito,NAO_EMERGENCIA,NAO_EMERGENCIA,,2.55
sem_rag@sinais,indep2,qwen3-8b,j44,periodontal_disease_mild,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,,2.43
sem_rag@sinais,indep2,qwen3-8b,j45,reduced_appetite_no_other_signs,aflito,NAO_EMERGENCIA,NAO_EMERGENCIA,,1.98
sem_rag@sinais,indep2,qwen3-8b,j46,flea_dermatitis_pruritus,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,,1.88
sem_rag@sinais,indep2,qwen3-8b,j47,insect_sting_local_reaction,aflito,NAO_EMERGENCIA,EMERGENCIA,,2.29
sem_rag@sinais,indep2,qwen3-8b,j48,normal_estrus,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,,2.13
sem_rag@sinais,indep2,qwen3-8b,j49,cat_bite_abscess,aflito,NAO_EMERGENCIA,EMERGENCIA,,2.44
sem_rag@sinais,indep2,qwen3-8b,j50,polyuria_polydipsia_investigate,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,,1.86
sem_rag@sinais,indep2,qwen3-8b,j51,rabies_exposure_wild_animal_bite,aflito,NAO_EMERGENCIA,NAO_EMERGENCIA,,2.07
sem_rag@sinais,indep2,qwen3-8b,j52,otitis_externa_mild,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,,2.27
sem_rag@sinais,indep2,qwen3-8b,j53,osteoarthritis_stiffness,aflito,NAO_EMERGENCIA,NAO_EMERGENCIA,,2.31
sem_rag@sinais,indep2,qwen3-8b,j54,slow_growing_lump,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,,1.92
sem_rag@sinais,indep2,qwen3-8b,j55,inappropriate_urination_or_cystitis,aflito,NAO_EMERGENCIA,NAO_EMERGENCIA,,2.41
sem_rag@sinais,indep2,qwen3-8b,j56,exertional_panting_mild,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,,2.02
sem_rag@sinais,indep2,qwen3-8b,j57,mild_lameness,aflito,NAO_EMERGENCIA,NAO_EMERGENCIA,,2.06
sem_rag@sinais,indep2,qwen3-8b,j58,kennel_cough_mild,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,,1.85
sem_rag@sinais,indep2,qwen3-8b,j59,mild_conjunctivitis,aflito,NAO_EMERGENCIA,NAO_EMERGENCIA,,2.35
sem_rag@sinais,indep2,qwen3-8b,j60,ticks_found_no_signs,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,,1.83
sem_rag@sinais,indep2,qwen3-8b,j61,mild_upper_respiratory_signs,aflito,NAO_EMERGENCIA,NAO_EMERGENCIA,,2.14
sem_rag@sinais,regua,llama3.2-3b,b01,chocolate_toxicosis,,EMERGENCIA,EMERGENCIA,,1.04
sem_rag@sinais,regua,llama3.2-3b,b02,urethral_obstruction,,EMERGENCIA,EMERGENCIA,,1.28
sem_rag@sinais,regua,llama3.2-3b,b03,respiratory_distress,,EMERGENCIA,EMERGENCIA,,1.17
sem_rag@sinais,regua,llama3.2-3b,b04,seizures,,EMERGENCIA,EMERGENCIA,,1.03
sem_rag@sinais,regua,llama3.2-3b,b05,mild_upper_respiratory_signs,,NAO_EMERGENCIA,NAO_EMERGENCIA,,0.78
sem_rag@sinais,regua,llama3.2-3b,b06,trauma_and_bleeding,,EMERGENCIA,EMERGENCIA,,1.02
